date,numWeek,nameOf,continuousHoliday,nameDay,checkHoliday,nameType
5/31/2023,22,Normal Day,no,Wednesday,not holiday,weekDay
6/1/2023,22,Normal Day,no,Thursday,not holiday,weekDay
6/2/2023,22,Normal Day,no,Friday,not holiday,weekDay
6/3/2023,22,H.M. The Queen Suthida's Birthday,yes,Saturday,holiday,Spacial
6/4/2023,23,Normal Day,yes,Sunday,holiday,weekEnd
6/5/2023,23,Vesak Day,yes,Monday,holiday,Spacial
6/6/2023,23,Normal Day,no,Tuesday,not holiday,weekDay
6/7/2023,23,Normal Day,no,Wednesday,not holiday,weekDay
6/8/2023,23,Normal Day,no,Thursday,not holiday,weekDay
6/9/2023,23,Normal Day,no,Friday,not holiday,weekDay
6/10/2023,23,Normal Day,no,Saturday,holiday,weekEnd
6/11/2023,24,Normal Day,no,Sunday,holiday,weekEnd
6/12/2023,24,Normal Day,no,Monday,not holiday,weekDay
6/13/2023,24,Normal Day,no,Tuesday,not holiday,weekDay
6/14/2023,24,Normal Day,no,Wednesday,not holiday,weekDay
6/15/2023,24,Normal Day,no,Thursday,not holiday,weekDay
6/16/2023,24,Normal Day,no,Friday,not holiday,weekDay
6/17/2023,24,Normal Day,no,Saturday,holiday,weekEnd
6/18/2023,25,Normal Day,no,Sunday,holiday,weekEnd
6/19/2023,25,Normal Day,no,Monday,not holiday,weekDay
6/20/2023,25,Normal Day,no,Tuesday,not holiday,weekDay
6/21/2023,25,Normal Day,no,Wednesday,not holiday,weekDay
6/22/2023,25,Normal Day,no,Thursday,not holiday,weekDay
6/23/2023,25,Normal Day,no,Friday,not holiday,weekDay
6/24/2023,25,Normal Day,no,Saturday,holiday,weekEnd
6/25/2023,26,Normal Day,no,Sunday,holiday,weekEnd
6/26/2023,26,Normal Day,no,Monday,not holiday,weekDay
6/27/2023,26,Normal Day,no,Tuesday,not holiday,weekDay
6/28/2023,26,Normal Day,no,Wednesday,not holiday,weekDay
6/29/2023,26,Normal Day,no,Thursday,not holiday,weekDay
6/30/2023,26,Normal Day,no,Friday,not holiday,weekDay
7/1/2023,26,Normal Day,no,Saturday,holiday,weekEnd
7/2/2023,27,Normal Day,no,Sunday,holiday,weekEnd
7/3/2023,27,Normal Day,no,Monday,not holiday,weekDay
7/4/2023,27,Normal Day,no,Tuesday,not holiday,weekDay
7/5/2023,27,Normal Day,no,Wednesday,not holiday,weekDay
7/6/2023,27,Normal Day,no,Thursday,not holiday,weekDay
7/7/2023,27,Normal Day,no,Friday,not holiday,weekDay
7/8/2023,27,Normal Day,no,Saturday,holiday,weekEnd
7/9/2023,28,Normal Day,no,Sunday,holiday,weekEnd
7/10/2023,28,Normal Day,no,Monday,not holiday,weekDay
7/11/2023,28,Normal Day,no,Tuesday,not holiday,weekDay
7/12/2023,28,Normal Day,no,Wednesday,not holiday,weekDay
7/13/2023,28,Normal Day,no,Thursday,not holiday,weekDay
7/14/2023,28,Normal Day,no,Friday,not holiday,weekDay
7/15/2023,28,Normal Day,no,Saturday,holiday,weekEnd
7/16/2023,29,Normal Day,no,Sunday,holiday,weekEnd
7/17/2023,29,Normal Day,no,Monday,not holiday,weekDay
7/18/2023,29,Normal Day,no,Tuesday,not holiday,weekDay
7/19/2023,29,Normal Day,no,Wednesday,not holiday,weekDay
7/20/2023,29,Normal Day,no,Thursday,not holiday,weekDay
7/21/2023,29,Normal Day,no,Friday,not holiday,weekDay
7/22/2023,29,Normal Day,no,Saturday,holiday,weekEnd
7/23/2023,30,Normal Day,no,Sunday,holiday,weekEnd
7/24/2023,30,Normal Day,no,Monday,not holiday,weekDay
7/25/2023,30,Normal Day,no,Tuesday,not holiday,weekDay
7/26/2023,30,Normal Day,no,Wednesday,not holiday,weekDay
7/27/2023,30,Normal Day,no,Thursday,not holiday,weekDay
7/28/2023,30,H.M.King Maha Vajiralongkorn's Birthday,yes,Friday,holiday,Spacial
7/29/2023,30,Normal Day,yes,Saturday,holiday,weekEnd
7/30/2023,31,Normal Day,yes,Sunday,holiday,weekEnd
7/31/2023,31,Special Holidays,no,Monday,holiday,Spacial
8/1/2023,31,Asalha Puja Day,yes,Tuesday,holiday,Spacial
8/2/2023,31,Buddhist Lent Day,yes,Wednesday,holiday,Spacial
8/3/2023,31,Normal Day,no,Thursday,not holiday,weekDay
8/4/2023,31,Normal Day,no,Friday,not holiday,weekDay
8/5/2023,31,Normal Day,no,Saturday,holiday,weekEnd
8/6/2023,32,Normal Day,no,Sunday,holiday,weekEnd
8/7/2023,32,Normal Day,no,Monday,not holiday,weekDay
8/8/2023,32,Normal Day,no,Tuesday,not holiday,weekDay
8/9/2023,32,Normal Day,no,Wednesday,not holiday,weekDay
8/10/2023,32,Normal Day,no,Thursday,not holiday,weekDay
8/11/2023,32,Normal Day,no,Friday,not holiday,weekDay
8/12/2023,32,Mother's Day,yes,Saturday,holiday,Spacial
8/13/2023,33,Normal Day,yes,Sunday,holiday,weekEnd
8/14/2023,33,Compensatory Holiday,yes,Monday,holiday,Spacial
8/15/2023,33,Normal Day,no,Tuesday,not holiday,weekDay
8/16/2023,33,Normal Day,no,Wednesday,not holiday,weekDay
8/17/2023,33,Normal Day,no,Thursday,not holiday,weekDay
8/18/2023,33,Normal Day,no,Friday,not holiday,weekDay
8/19/2023,33,Normal Day,no,Saturday,holiday,weekEnd
8/20/2023,34,Normal Day,no,Sunday,holiday,weekEnd
8/21/2023,34,Normal Day,no,Monday,not holiday,weekDay
8/22/2023,34,Normal Day,no,Tuesday,not holiday,weekDay
8/23/2023,34,Normal Day,no,Wednesday,not holiday,weekDay
8/24/2023,34,Normal Day,no,Thursday,not holiday,weekDay
8/25/2023,34,Normal Day,no,Friday,not holiday,weekDay
8/26/2023,34,Normal Day,no,Saturday,holiday,weekEnd
8/27/2023,35,Normal Day,no,Sunday,holiday,weekEnd
8/28/2023,35,Normal Day,no,Monday,not holiday,weekDay
8/29/2023,35,Normal Day,no,Tuesday,not holiday,weekDay
8/30/2023,35,Normal Day,no,Wednesday,not holiday,weekDay
8/31/2023,35,Normal Day,no,Thursday,not holiday,weekDay
9/1/2023,35,Normal Day,no,Friday,not holiday,weekDay
9/2/2023,35,Normal Day,no,Saturday,holiday,weekEnd
9/3/2023,36,Normal Day,no,Sunday,holiday,weekEnd
9/4/2023,36,Normal Day,no,Monday,not holiday,weekDay
9/5/2023,36,Normal Day,no,Tuesday,not holiday,weekDay
9/6/2023,36,Normal Day,no,Wednesday,not holiday,weekDay
9/7/2023,36,Normal Day,no,Thursday,not holiday,weekDay
9/8/2023,36,Normal Day,no,Friday,not holiday,weekDay
9/9/2023,36,Normal Day,no,Saturday,holiday,weekEnd
9/10/2023,37,Normal Day,no,Sunday,holiday,weekEnd
9/11/2023,37,Normal Day,no,Monday,not holiday,weekDay
9/12/2023,37,Normal Day,no,Tuesday,not holiday,weekDay
9/13/2023,37,Normal Day,no,Wednesday,not holiday,weekDay
9/14/2023,37,Normal Day,no,Thursday,not holiday,weekDay
9/15/2023,37,Normal Day,no,Friday,not holiday,weekDay
9/16/2023,37,Normal Day,no,Saturday,holiday,weekEnd
9/17/2023,38,Normal Day,no,Sunday,holiday,weekEnd
9/18/2023,38,Normal Day,no,Monday,not holiday,weekDay
9/19/2023,38,Normal Day,no,Tuesday,not holiday,weekDay
9/20/2023,38,Normal Day,no,Wednesday,not holiday,weekDay
9/21/2023,38,Normal Day,no,Thursday,not holiday,weekDay
9/22/2023,38,Normal Day,no,Friday,not holiday,weekDay
9/23/2023,38,Normal Day,no,Saturday,holiday,weekEnd
9/24/2023,39,Normal Day,no,Sunday,holiday,weekEnd
9/25/2023,39,Normal Day,no,Monday,not holiday,weekDay
9/26/2023,39,Normal Day,no,Tuesday,not holiday,weekDay
9/27/2023,39,Normal Day,no,Wednesday,not holiday,weekDay
9/28/2023,39,Normal Day,no,Thursday,not holiday,weekDay
9/29/2023,39,Normal Day,no,Friday,not holiday,weekDay
9/30/2023,39,Normal Day,no,Saturday,holiday,weekEnd
10/1/2023,40,Normal Day,no,Sunday,holiday,weekEnd
10/2/2023,40,Normal Day,no,Monday,not holiday,weekDay
10/3/2023,40,Normal Day,no,Tuesday,not holiday,weekDay
10/4/2023,40,Normal Day,no,Wednesday,not holiday,weekDay
10/5/2023,40,Normal Day,no,Thursday,not holiday,weekDay
10/6/2023,40,Normal Day,no,Friday,not holiday,weekDay
10/7/2023,40,Normal Day,no,Saturday,holiday,weekEnd
10/8/2023,41,Normal Day,no,Sunday,holiday,weekEnd
10/9/2023,41,Normal Day,no,Monday,not holiday,weekDay
10/10/2023,41,Normal Day,no,Tuesday,not holiday,weekDay
10/11/2023,41,Normal Day,no,Wednesday,not holiday,weekDay
10/12/2023,41,Normal Day,no,Thursday,not holiday,weekDay
10/13/2023,41,H.M. King Bhumibol Adulyadej Memorial Day,yes,Friday,holiday,Spacial
10/14/2023,41,Normal Day,yes,Saturday,holiday,weekEnd
10/15/2023,42,Normal Day,yes,Sunday,holiday,weekEnd
10/16/2023,42,Normal Day,no,Monday,not holiday,weekDay
10/17/2023,42,Normal Day,no,Tuesday,not holiday,weekDay
10/18/2023,42,Normal Day,no,Wednesday,not holiday,weekDay
10/19/2023,42,Normal Day,no,Thursday,not holiday,weekDay
10/20/2023,42,Normal Day,no,Friday,not holiday,weekDay
10/21/2023,42,Normal Day,yes,Saturday,holiday,weekEnd
10/22/2023,43,Normal Day,yes,Sunday,holiday,weekEnd
10/23/2023,43,Chulalongkorn Day,yes,Monday,holiday,Spacial
10/24/2023,43,Normal Day,no,Tuesday,not holiday,weekDay
10/25/2023,43,Normal Day,no,Wednesday,not holiday,weekDay
10/26/2023,43,Normal Day,no,Thursday,not holiday,weekDay
10/27/2023,43,Normal Day,no,Friday,not holiday,weekDay
10/28/2023,43,Normal Day,no,Saturday,holiday,weekEnd
10/29/2023,44,Normal Day,no,Sunday,holiday,weekEnd
10/30/2023,44,Normal Day,no,Monday,not holiday,weekDay
10/31/2023,44,Normal Day,no,Tuesday,not holiday,weekDay
11/1/2023,44,Normal Day,no,Wednesday,not holiday,weekDay
11/2/2023,44,Normal Day,no,Thursday,not holiday,weekDay
11/3/2023,44,Normal Day,no,Friday,not holiday,weekDay
11/4/2023,44,Normal Day,no,Saturday,holiday,weekEnd
11/5/2023,45,Normal Day,no,Sunday,holiday,weekEnd
11/6/2023,45,Normal Day,no,Monday,not holiday,weekDay
11/7/2023,45,Normal Day,no,Tuesday,not holiday,weekDay
11/8/2023,45,Normal Day,no,Wednesday,not holiday,weekDay
11/9/2023,45,Normal Day,no,Thursday,not holiday,weekDay
11/10/2023,45,Normal Day,no,Friday,not holiday,weekDay
11/11/2023,45,Normal Day,no,Saturday,holiday,weekEnd
11/12/2023,46,Normal Day,no,Sunday,holiday,weekEnd
11/13/2023,46,Normal Day,no,Monday,not holiday,weekDay
11/14/2023,46,Normal Day,no,Tuesday,not holiday,weekDay
11/15/2023,46,Normal Day,no,Wednesday,not holiday,weekDay
11/16/2023,46,Normal Day,no,Thursday,not holiday,weekDay
11/17/2023,46,Normal Day,no,Friday,not holiday,weekDay
11/18/2023,46,Normal Day,no,Saturday,holiday,weekEnd
11/19/2023,47,Normal Day,no,Sunday,holiday,weekEnd
11/20/2023,47,Normal Day,no,Monday,not holiday,weekDay
11/21/2023,47,Normal Day,no,Tuesday,not holiday,weekDay
11/22/2023,47,Normal Day,no,Wednesday,not holiday,weekDay
11/23/2023,47,Normal Day,no,Thursday,not holiday,weekDay
11/24/2023,47,Normal Day,no,Friday,not holiday,weekDay
11/25/2023,47,Normal Day,no,Saturday,holiday,weekEnd
11/26/2023,48,Normal Day,no,Sunday,holiday,weekEnd
11/27/2023,48,Normal Day,no,Monday,not holiday,weekDay
11/28/2023,48,Normal Day,no,Tuesday,not holiday,weekDay
11/29/2023,48,Normal Day,no,Wednesday,not holiday,weekDay
11/30/2023,48,Normal Day,no,Thursday,not holiday,weekDay
12/1/2023,48,Normal Day,no,Friday,not holiday,weekDay
12/2/2023,48,Normal Day,no,Saturday,holiday,weekEnd
12/3/2023,49,Normal Day,no,Sunday,holiday,weekEnd
12/4/2023,49,Normal Day,no,Monday,not holiday,weekDay
12/5/2023,49,Father's Day,no,Tuesday,holiday,Spacial
12/6/2023,49,Normal Day,no,Wednesday,not holiday,weekDay
12/7/2023,49,Normal Day,no,Thursday,not holiday,weekDay
12/8/2023,49,Normal Day,no,Friday,not holiday,weekDay
12/9/2023,49,Normal Day,yes,Saturday,holiday,weekEnd
12/10/2023,50,Constitution Day,yes,Sunday,holiday,Spacial
12/11/2023,50,Compensatory Holiday,yes,Monday,holiday,Spacial
12/12/2023,50,Normal Day,no,Tuesday,not holiday,weekDay
12/13/2023,50,Normal Day,no,Wednesday,not holiday,weekDay
12/14/2023,50,Normal Day,no,Thursday,not holiday,weekDay
12/15/2023,50,Normal Day,no,Friday,not holiday,weekDay
12/16/2023,50,Normal Day,no,Saturday,holiday,weekEnd
12/17/2023,51,Normal Day,no,Sunday,holiday,weekEnd
12/18/2023,51,Normal Day,no,Monday,not holiday,weekDay
12/19/2023,51,Normal Day,no,Tuesday,not holiday,weekDay
12/20/2023,51,Normal Day,no,Wednesday,not holiday,weekDay
12/21/2023,51,Normal Day,no,Thursday,not holiday,weekDay
12/22/2023,51,Normal Day,no,Friday,not holiday,weekDay
12/23/2023,51,Normal Day,no,Saturday,holiday,weekEnd
12/24/2023,52,Normal Day,no,Sunday,holiday,weekEnd
12/25/2023,52,Normal Day,no,Monday,not holiday,weekDay
12/26/2023,52,Normal Day,no,Tuesday,not holiday,weekDay
12/27/2023,52,Normal Day,no,Wednesday,not holiday,weekDay
12/28/2023,52,Normal Day,no,Thursday,not holiday,weekDay
12/29/2023,52,Special Holidays,no,Friday,holiday,Spacial
12/30/2023,52,Normal Day,no,Saturday,holiday,weekEnd
12/31/2023,53,New Year's Eve,no,Sunday,holiday,Spacial
